Title,URL,Year,Rating
Le salaire de la peur,https://www.imdb.com//title/tt0046268/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_189,1953,8.1
A Wednesday,https://www.imdb.com//title/tt1280558/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_190,2008,8.1
Hotel Rwanda,https://www.imdb.com//title/tt0395169/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_191,2004,8.1
Network,https://www.imdb.com//title/tt0074958/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_192,1976,8.1
In the Name of the Father,https://www.imdb.com//title/tt0107207/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_193,1993,8.1
Rush,https://www.imdb.com//title/tt1979320/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_194,2013,8.1
Stand by Me,https://www.imdb.com//title/tt0092005/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_195,1986,8.1
Persona,https://www.imdb.com//title/tt0060827/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_196,1966,8.1
Ben-Hur,https://www.imdb.com//title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_197,1959,8.1
The Grand Budapest Hotel,https://www.imdb.com//title/tt2278388/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_198,2014,8.1
Les quatre cents coups,https://www.imdb.com//title/tt0053198/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_199,1959,8.1
Salinui chueok,https://www.imdb.com//title/tt0353969/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_200,2003,8.1
12 Years a Slave,https://www.imdb.com//title/tt2024544/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_201,2013,8.1
Jurassic Park,https://www.imdb.com//title/tt0107290/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_202,1993,8.1
Mad Max: Fury Road,https://www.imdb.com//title/tt1392190/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_203,2015,8.1
Million Dollar Baby,https://www.imdb.com//title/tt0405159/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_204,2004,8.1
Spotlight,https://www.imdb.com//title/tt1895587/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_205,2015,8.1
Stalker,https://www.imdb.com//title/tt0079944/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_206,1979,8.1
Butch Cassidy and the Sundance Kid,https://www.imdb.com//title/tt0064115/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_207,1969,8.1
Amores perros,https://www.imdb.com//title/tt0245712/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_208,2000,8.1
The Truman Show,https://www.imdb.com//title/tt0120382/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_209,1998,8.1
Hachi: A Dog's Tale,https://www.imdb.com//title/tt1028532/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_210,2009,8.1
The Maltese Falcon,https://www.imdb.com//title/tt0033870/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,1941,8.1
Kaze no tani no Naushika,https://www.imdb.com//title/tt0087544/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_212,1984,8.1
The Princess Bride,https://www.imdb.com//title/tt0093779/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,1987,8.1
Before Sunrise,https://www.imdb.com//title/tt0112471/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_214,1995,8.1
Le notti di Cabiria,https://www.imdb.com//title/tt0050783/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_215,1957,8.0
Paper Moon,https://www.imdb.com//title/tt0070510/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_216,1973,8.0
Prisoners,https://www.imdb.com//title/tt1392214/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_217,2013,8.0
Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com//title/tt1201607/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_218,2011,8.0
The Grapes of Wrath,https://www.imdb.com//title/tt0032551/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_219,1940,8.0
Rocky,https://www.imdb.com//title/tt0075148/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_220,1976,8.0
Catch Me If You Can,https://www.imdb.com//title/tt0264464/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_221,2002,8.0
Touch of Evil,https://www.imdb.com//title/tt0052311/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_222,1958,8.0
Les diaboliques,https://www.imdb.com//title/tt0046911/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_223,1955,8.0
Gandhi,https://www.imdb.com//title/tt0083987/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_224,1982,8.0
Donnie Darko,https://www.imdb.com//title/tt0246578/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_225,2001,8.0
"Monsters, Inc.",https://www.imdb.com//title/tt0198781/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_226,2001,8.0
Munna Bhai M.B.B.S.,https://www.imdb.com//title/tt0374887/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_227,2003,8.0
Annie Hall,https://www.imdb.com//title/tt0075686/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_228,1977,8.0
Star Wars: Episode VII - The Force Awakens,https://www.imdb.com//title/tt2488496/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_229,2015,8.0
Barry Lyndon,https://www.imdb.com//title/tt0072684/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_230,1975,8.0
The Terminator,https://www.imdb.com//title/tt0088247/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_231,1984,8.0
The Bourne Ultimatum,https://www.imdb.com//title/tt0440963/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_232,2007,8.0
The Wizard of Oz,https://www.imdb.com//title/tt0032138/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_233,1939,8.0
Groundhog Day,https://www.imdb.com//title/tt0107048/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_234,1993,8.0
La haine,https://www.imdb.com//title/tt0113247/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_235,1995,8.0
8½,https://www.imdb.com//title/tt0056801/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_236,1963,8.0
Jaws,https://www.imdb.com//title/tt0073195/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_237,1975,8.0
The Best Years of Our Lives,https://www.imdb.com//title/tt0036868/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_238,1946,8.0
Twelve Monkeys,https://www.imdb.com//title/tt0114746/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_239,1995,8.0
Mou gaan dou,https://www.imdb.com//title/tt0338564/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_240,2002,8.0
The Help,https://www.imdb.com//title/tt1454029/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_241,2011,8.0
"Paris, Texas",https://www.imdb.com//title/tt0087884/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_242,1984,8.0
Faa yeung nin wa,https://www.imdb.com//title/tt0118694/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_243,2000,8.0
La battaglia di Algeri,https://www.imdb.com//title/tt0058946/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_244,1966,8.0
Beauty and the Beast,https://www.imdb.com//title/tt0101414/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_245,1991,8.0
Ah-ga-ssi,https://www.imdb.com//title/tt4016934/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_246,2016,8.0
Dead Poets Society,https://www.imdb.com//title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_247,1989,8.0
Pirates of the Caribbean: The Curse of the Black Pearl,https://www.imdb.com//title/tt0325980/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_248,2003,8.0
Dog Day Afternoon,https://www.imdb.com//title/tt0072890/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_249,1975,8.0
Tenkû no shiro Rapyuta,https://www.imdb.com//title/tt0092067/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042102&pf_rd_r=0F1P6X3M7GTYYPARYPPC&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_250,1986,8.0
